name,alt_names,ra_deg,dec_deg,t0_utc,t0_met,t0_precision,in_fermi_era,time_type,time_value,time_scale,redshift,dist_note,class,subclass,gold,radio_loud,xray_loud,spec_confirmed,sample_paper,coord_source,time_source,z_source,merged_from,verification,notes,tier,tier_note,timing_quality,min_window_s,tier_role
AT2020bot,ZTF20aakypiu,172.807278718,34.5002110798,2020-02-01T10:38:02.000,602246287.00,subday,y,discovery,2020-02-01T10:38:02,UTC-ISO,0.197,passive host; offset >~10 kpc,FBOT_candidate,LFC_luminous_fast_cooler,n,,,n,Nicholl+2023 arXiv:2307.02556 (ApJL 954 L28),TNS object page,TNS object page,Nicholl+2023 arXiv:2307.02556,ho23_ztf;recent_sweep,VERIFIED,"Proposed LFC class member (Nicholl+2023); ""lacks a full spectroscopic"" sequence per Nicholl+2023; fainter and faster than AT2022aedm; pre-2023 object but class defined in 2023 paper; radio/X-ray status not stated in fetched text",B2,photometric rapidly-evolving transient,subday,10,comparison
SN2020ikq,ZTF20aaxhzhc;ATLAS20lfu;PS20ctw,204.02087,28.98336,2020-04-28T09:47:31.200,609760056.20,subday,y,discovery,2020-04-28T09:47:31.200,UTC-ISO,0.042,,FBOT_survey,IIb,n,,,y,"Ho et al. 2023, ApJ, 949, 120 (arXiv:2105.08811; doi:10.3847/1538-4357/acc533)",Ho+2023 Table 2 (J2000 sexagesimal converted),TNS https://www.wis-tns.org/object/2020ikq,Ho+2023 Table 2,ho23_ztf,VERIFIED,g-band peak MJD 58971.30 (Ho+23 Tab.2); g-r=-0.2 at peak: in blue FBOT subset (28 of 38); TNS agrees within 0.1 arcsec; TNS z=0.037 vs paper z=0.042; paper adopted,B1,spectroscopically classified rapid transient (IIb),subday,10,comparison
SN2020jji,ZTF20aazchcq;ATLAS20mfw;PS20czx,220.41904,19.34914,2020-05-01T08:38:15.360,610015100.36,subday,y,discovery,2020-05-01T08:38:15.360,UTC-ISO,0.03788,,FBOT_survey,II,n,,,y,"Ho et al. 2023, ApJ, 949, 120 (arXiv:2105.08811; doi:10.3847/1538-4357/acc533)",Ho+2023 Table 2 (J2000 sexagesimal converted),TNS https://www.wis-tns.org/object/2020jji,Ho+2023 Table 2,ho23_ztf,VERIFIED,"g-band peak MJD 58979.25 (Ho+23 Tab.2); g-r=+0.4 at peak: red candidate, not in blue FBOT subset; TNS agrees within 0.0 arcsec",B1,spectroscopically classified rapid transient (II),subday,10,comparison
SN2020jmb,ZTF20aayrobw;ATLAS20lwn,142.80496,38.25400,2020-05-08T03:45:38.880,610602343.88,subday,y,discovery,2020-05-08T03:45:38.880,UTC-ISO,0.061,,FBOT_survey,II,n,,,y,"Ho et al. 2023, ApJ, 949, 120 (arXiv:2105.08811; doi:10.3847/1538-4357/acc533)",Ho+2023 Table 2 (J2000 sexagesimal converted),TNS https://www.wis-tns.org/object/2020jmb,Ho+2023 Table 2,ho23_ztf,VERIFIED,g-band peak MJD 58981.17 (Ho+23 Tab.2); g-r=-0.5 at peak: in blue FBOT subset (28 of 38); TNS agrees within 0.1 arcsec,B1,spectroscopically classified rapid transient (II),subday,10,comparison
AT2020mlq,ZTF20aazrcbp,165.58704,30.86447,2020-05-11T06:09:21.000,610870166.00,subday,y,discovery,2020-05-11T06:09:21,UTC-ISO,,,FBOT_survey,unclassified,n,,,n,"Ho et al. 2023, ApJ, 949, 120 (arXiv:2105.08811; doi:10.3847/1538-4357/acc533)",Ho+2023 Table 2 (J2000 sexagesimal converted),TNS https://www.wis-tns.org/object/2020mlq,,ho23_ztf,VERIFIED,"g-band peak MJD 58986.21 (Ho+23 Tab.2); g-r=+0.0 at peak: red candidate, not in blue FBOT subset; TNS agrees within 0.0 arcsec",B2,photometric rapidly-evolving transient,subday,10,comparison
AT2020kfw,ZTF20ababxjv;ATLAS20nfg,247.16450,56.22794,2020-05-17T07:18:43.998,611392729.00,subday,y,discovery,2020-05-17T07:18:43.998,UTC-ISO,0.059,,FBOT_survey,unclassified,n,,,n,"Ho et al. 2023, ApJ, 949, 120 (arXiv:2105.08811; doi:10.3847/1538-4357/acc533)",Ho+2023 Table 2 (J2000 sexagesimal converted),TNS https://www.wis-tns.org/object/2020kfw,Ho+2023 Table 2,ho23_ztf,VERIFIED,g-band peak MJD 58991.33 (Ho+23 Tab.2); g-r=-0.2 at peak: in blue FBOT subset (28 of 38); TNS agrees within 0.1 arcsec,B2,photometric rapidly-evolving transient,subday,10,comparison
AT2020aexw,ZTF20abmocba,248.66204,50.99069,2020-07-18T04:48:17.280,616740502.28,subday,y,discovery,2020-07-18T04:48:17.280,UTC-ISO,0.0734,,FBOT_survey,unclassified,n,,,n,"Ho et al. 2023, ApJ, 949, 120 (arXiv:2105.08811; doi:10.3847/1538-4357/acc533)",Ho+2023 Table 2 (J2000 sexagesimal converted),TNS https://www.wis-tns.org/object/2020aexw,Ho+2023 Table 2,ho23_ztf,VERIFIED,g-band peak MJD 59051.26 (Ho+23 Tab.2); g-r=-0.2 at peak: in blue FBOT subset (28 of 38); TNS agrees within 0.2 arcsec,B2,photometric rapidly-evolving transient,subday,10,comparison
SN2020rsc,ZTF20aburywx;ATLAS20xxj,19.98546,38.18597,2020-08-19T09:52:06.004,619523531.00,subday,y,discovery,2020-08-19T09:52:06.004,UTC-ISO,0.0313,,FBOT_survey,IIb,n,,,y,"Ho et al. 2023, ApJ, 949, 120 (arXiv:2105.08811; doi:10.3847/1538-4357/acc533)",Ho+2023 Table 2 (J2000 sexagesimal converted),TNS https://www.wis-tns.org/object/2020rsc,Ho+2023 Table 2,ho23_ztf,VERIFIED,g-band peak MJD 59081.47 (Ho+23 Tab.2); g-r=-0.2 at peak: in blue FBOT subset (28 of 38); TNS agrees within 0.2 arcsec,B1,spectroscopically classified rapid transient (IIb),subday,10,comparison
AT2020yqt,ZTF20abummyz;PS20ksm,252.69133,30.75414,2020-08-22T05:29:45.600,619766990.60,subday,y,discovery,2020-08-22T05:29:45.600,UTC-ISO,0.0986,,FBOT_survey,Feat.,n,,,y,"Ho et al. 2023, ApJ, 949, 120 (arXiv:2105.08811; doi:10.3847/1538-4357/acc533)",Ho+2023 Table 2 (J2000 sexagesimal converted),TNS https://www.wis-tns.org/object/2020yqt,Ho+2023 Table 2,ho23_ztf,VERIFIED,"g-band peak MJD 59080.21 (Ho+23 Tab.2); g-r=-0.6 at peak: in blue FBOT subset (28 of 38); TNS agrees within 0.1 arcsec; TNS discovery timestamp postdates g-band peak by 3.0 d (TNS report epoch, not ZTF internal first detection)",B1,spectroscopically classified rapid transient (Feat.),subday,10,comparison
SN2020vyv,ZTF20acigusw;ATLAS20bdhi;PS20kra,342.60571,8.84494,2020-10-12T04:42:14.400,624170539.40,subday,y,discovery,2020-10-12T04:42:14.400,UTC-ISO,0.062,,FBOT_survey,II?,n,,,y,"Ho et al. 2023, ApJ, 949, 120 (arXiv:2105.08811; doi:10.3847/1538-4357/acc533)",Ho+2023 Table 2 (J2000 sexagesimal converted),TNS https://www.wis-tns.org/object/2020vyv,Ho+2023 Table 2,ho23_ztf,VERIFIED,g-band peak MJD 59134.23 (Ho+23 Tab.2); g-r=-0.3 at peak: in blue FBOT subset (28 of 38); TNS agrees within 0.2 arcsec,B1,spectroscopically classified rapid transient (II?),subday,10,comparison
SN2020xlt,ZTF20aclfmwn,124.29704,64.52631,2020-10-19T08:50:56.000,624790261.00,subday,y,discovery,2020-10-19T08:50:56,UTC-ISO,0.0384,,FBOT_survey,IIb,n,,,y,"Ho et al. 2023, ApJ, 949, 120 (arXiv:2105.08811; doi:10.3847/1538-4357/acc533)",Ho+2023 Table 2 (J2000 sexagesimal converted),TNS https://www.wis-tns.org/object/2020xlt,Ho+2023 Table 2,ho23_ztf,VERIFIED,g-band peak MJD 59141.45 (Ho+23 Tab.2); g-r=-0.2 at peak: in blue FBOT subset (28 of 38); TNS agrees within 0.2 arcsec,B1,spectroscopically classified rapid transient (IIb),subday,10,comparison
MUSSES2020J,AT 2020afay; HSC20 MUSSES,39.04383,-3.18306,2020-12-11T07:26:24.000,629364389.00,subday,y,first_detection,59194.31,MJD,1.0628,z=1.0628+/-0.0003,FBOT_survey,FBUT,n,,,y,"Jiang et al. 2022, ApJL 933, L36 (arXiv:2205.14889)","Jiang+2022 Table 2 (arXiv:2205.14889): 02:36:10.52 -03:10:59.0, converted; matches TNS",Jiang+2022: discovered UT 2020 December 11.31 = MJD 59194.31; TNS discovery 2020-12-11 07:26:24,"Jiang+2022 (spec-z, host)",misc_surveys,VERIFIED,"Fast blue ultraluminous transient; rest-UV rise 5-6 d; M_g,peak=-22.72+/-0.10; earliest-discovered FBUT; Subaru/HSC MUSSES2020 campaign",B1,spectroscopically classified rapid transient (FBUT),subday,10,comparison
SN 2021lwz,,146.19746,34.71228,2021-05-10T00:00:00.000,642297605.00,day,y,discovery,2021-05-10,UTC-ISO,0.065,,FBOT_candidate,SN_Ic/IcBL,n,,,y,"Poidevin et al. 2025, arXiv:2510.09569 (submitted)","Poidevin et al. (arXiv:2510.09569): R.A.=09h44m47.390s Dec=+34d42m44.21s, converted",Poidevin et al. (arXiv:2510.09569): discovered 2021 May 10; peak MJD 59350.9+/-1.0,arXiv:2510.09569 (spec),misc_surveys,VERIFIED,Overluminous (M_g~-20.1) fast-evolving intermediate Ic/Ic-BL; paper compares with LFBOTs but concludes it differs in nature from AT2020xnd class,B1,spectroscopically classified rapid transient (SN_Ic/IcBL),day,100000,comparison
AT2022aedm,ATLAS22bonw,169.864988397,3.10952128955,2022-12-30T07:49:34.176,694079379.18,subday,y,discovery,2022-12-30T07:49:34.176,UTC-ISO,0.14343,massive elliptical host; offset ~4-10 kpc (LFC class),FBOT_candidate,LFC_luminous_fast_cooler,n,n,n,y,Nicholl+2023 arXiv:2307.02556 (ApJL 954 L28),TNS object page,TNS object page,TNS object page (SDSS spec-z per Nicholl+2023),misc_surveys;recent_sweep,VERIFIED,"ATLAS discovery; rise 9+/-1 d, M_g~-22, faded 2 mag in 15 d; X-ray+radio rule out AT2018cow-like relativistic explosion; prototype of new ""luminous fast-cooler"" (LFC) class with Dougie (z=0.191) and AT2020bot",B1,spectroscopically classified rapid transient (LFC_luminous_fast_cooler),subday,10,comparison
AT2024gsa,"EP240414a, PS24brk",191.506952406,-9.71913335243,2024-04-14T12:50:24.000,734791829.00,subday,y,discovery,2024-04-14T12:50:24,UTC-ISO,0.40,25.7 kpc projected offset from massive host,FBOT_candidate,FXT-LFBOT_link,n,,y,y,van Dalen+2024 arXiv:2409.19056; Srivastav+2024 arXiv:2409.19070,TNS object page,TNS object page,van Dalen+2024 arXiv:2409.19056,recent_sweep,VERIFIED,"Einstein Probe FXT (L_X~1e48 erg/s) with no gamma-ray counterpart; three optical emission episodes (M_R~-20,-21,-19.5 on ~1,4,15 d); extremely blue early spectrum LFBOT-like; late spectrum broad-lined Ic SN; radio not stated in fetched abstract",B1,spectroscopically classified rapid transient (FXT-LFBOT_link),subday,10,comparison
AT2024puz,ZTF24aawjvjv,262.8360445,53.4041512,2024-07-18T05:18:26.003,742972711.00,subday,y,discovery,2024-07-18T05:18:26.003,UTC-ISO,0.356,offset 5 kpc from ~1e8 Msun host,FBOT_candidate,LFBOT-TDE_intermediate,n,n,y,,Somalwar+2025 arXiv:2505.11597 (ZTF hot offset-flare search; first discovery),TNS object page,TNS object page,Somalwar+2025 arXiv:2505.11597,recent_sweep,VERIFIED,"L_opt/UV=1e44.79 erg/s on ~20 d timescale; L_X=1e44.12 erg/s Gamma=1.7; no radio/mm detection; ""properties similar to both LFBOTs and TDEs but intermediate""; possible 50-1e5 Msun BH accretion event",B2,photometric rapidly-evolving transient,subday,10,comparison
AT2026nik,ZTF26aaxutnf,170.7171647,-6.2219011,2026-05-22T04:48:17.997,801118103.00,subday,y,discovery,2026-05-22T04:48:17.997,UTC-ISO,0.182,tentative; narrow Mg II absorption,FBOT_candidate,LFBOT_candidate,n,,y,y,TNS AstroNotes 2026-152 2026-174,TNS object page,TNS object page (first ZTF detection MJD 61182.2; earlier ATLAS detection MJD 61180.0 per AstroNote 2026-152),TNS object page + AstroNote 2026-152,recent_sweep,VERIFIED,">1 mag rise in 2 d, g-r~-0.5, blue featureless NGPS spectrum (AstroNote 2026-152); EP-FXT 4.7-sigma X-ray detection photon index 2.45+/-0.65 (AstroNote 2026-174); radio status unknown",B1,spectroscopically classified rapid transient (LFBOT_candidate),subday,10,comparison
DES13C1acmt,,54.32913,-26.83361,,,,,,,,0.61,host photometric redshift,FBOT_survey,bronze,n,,,n,"Pursiainen+2018 MNRAS 481,894 (arXiv:1803.04869)","VizieR J/MNRAS/481/894/table4 (Pursiainen+2018 Table 4, J2000 sexagesimal converted)",,"photo (host galaxy, DES photo-z Bonnett+2016; VizieR J/MNRAS/481/894/table3)",pursiainen18_des,PARTIAL,no tabulated time anchor: light-curve params (t_peak) published only for gold/silver samples; bronze light curves shown only as figures,B3,poorly anchored (position-only / pre-Fermi),none,,persistent_or_excluded
DES13C3abtt,,52.62046,-28.16170,,,,,,,,0.58,host photometric redshift,FBOT_survey,bronze,n,,,n,"Pursiainen+2018 MNRAS 481,894 (arXiv:1803.04869)","VizieR J/MNRAS/481/894/table4 (Pursiainen+2018 Table 4, J2000 sexagesimal converted)",,"photo (host galaxy, DES photo-z Bonnett+2016; VizieR J/MNRAS/481/894/table3)",pursiainen18_des,PARTIAL,host candidate quasi-stellar (VizieR table3 flag *); no tabulated time anchor: light-curve params (t_peak) published only for gold/silver samples; bronze light curves shown only as figures,B3,poorly anchored (position-only / pre-Fermi),none,,persistent_or_excluded
DES13C3asvu,,52.83675,-27.36080,,,,,,,,0.83,host photometric redshift,FBOT_survey,bronze,n,,,n,"Pursiainen+2018 MNRAS 481,894 (arXiv:1803.04869)","VizieR J/MNRAS/481/894/table4 (Pursiainen+2018 Table 4, J2000 sexagesimal converted)",,"photo (host galaxy, DES photo-z Bonnett+2016; VizieR J/MNRAS/481/894/table3)",pursiainen18_des,PARTIAL,host candidate quasi-stellar (VizieR table3 flag *); no tabulated time anchor: light-curve params (t_peak) published only for gold/silver samples; bronze light curves shown only as figures,B3,poorly anchored (position-only / pre-Fermi),none,,persistent_or_excluded
DES13C3avkj,,51.97071,-27.52802,,,,,,,,0.96,host photometric redshift,FBOT_survey,bronze,n,,,n,"Pursiainen+2018 MNRAS 481,894 (arXiv:1803.04869)","VizieR J/MNRAS/481/894/table4 (Pursiainen+2018 Table 4, J2000 sexagesimal converted)",,"photo (host galaxy, DES photo-z Bonnett+2016; VizieR J/MNRAS/481/894/table3)",pursiainen18_des,PARTIAL,no tabulated time anchor: light-curve params (t_peak) published only for gold/silver samples; bronze light curves shown only as figures,B3,poorly anchored (position-only / pre-Fermi),none,,persistent_or_excluded
DES13C3nxi,,51.96342,-28.35728,,,,,,,,0.60,host photometric redshift,FBOT_survey,bronze,n,,,n,"Pursiainen+2018 MNRAS 481,894 (arXiv:1803.04869)","VizieR J/MNRAS/481/894/table4 (Pursiainen+2018 Table 4, J2000 sexagesimal converted)",,"photo (host galaxy, DES photo-z Bonnett+2016; VizieR J/MNRAS/481/894/table3)",pursiainen18_des,PARTIAL,no tabulated time anchor: light-curve params (t_peak) published only for gold/silver samples; bronze light curves shown only as figures,B3,poorly anchored (position-only / pre-Fermi),none,,persistent_or_excluded
DES13C3smn,,51.97117,-28.08359,,,,,,,,1.50,host photometric redshift,FBOT_survey,bronze,n,,,n,"Pursiainen+2018 MNRAS 481,894 (arXiv:1803.04869)","VizieR J/MNRAS/481/894/table4 (Pursiainen+2018 Table 4, J2000 sexagesimal converted)",,"photo (host galaxy, DES photo-z Bonnett+2016; VizieR J/MNRAS/481/894/table3)",pursiainen18_des,PARTIAL,no tabulated time anchor: light-curve params (t_peak) published only for gold/silver samples; bronze light curves shown only as figures,B3,poorly anchored (position-only / pre-Fermi),none,,persistent_or_excluded
DES13X2oyb,,35.31063,-5.67890,,,,,,,,1.27,host photometric redshift,FBOT_survey,bronze,n,,,n,"Pursiainen+2018 MNRAS 481,894 (arXiv:1803.04869)","VizieR J/MNRAS/481/894/table4 (Pursiainen+2018 Table 4, J2000 sexagesimal converted)",,"photo (host galaxy, DES photo-z Bonnett+2016; VizieR J/MNRAS/481/894/table3)",pursiainen18_des,PARTIAL,no tabulated time anchor: light-curve params (t_peak) published only for gold/silver samples; bronze light curves shown only as figures,B3,poorly anchored (position-only / pre-Fermi),none,,persistent_or_excluded
DES13X3aakf,,35.71183,-4.69917,,,,,,,,1.18,host photometric redshift,FBOT_survey,bronze,n,,,n,"Pursiainen+2018 MNRAS 481,894 (arXiv:1803.04869)","VizieR J/MNRAS/481/894/table4 (Pursiainen+2018 Table 4, J2000 sexagesimal converted)",,"photo (host galaxy, DES photo-z Bonnett+2016; VizieR J/MNRAS/481/894/table3)",pursiainen18_des,PARTIAL,no tabulated time anchor: light-curve params (t_peak) published only for gold/silver samples; bronze light curves shown only as figures,B3,poorly anchored (position-only / pre-Fermi),none,,persistent_or_excluded
DES13X3afjd,,37.00129,-4.58316,,,,,,,,,no host redshift (no host detected/associated in Pursiainen+2018 Table 3),FBOT_survey,bronze,n,,,n,"Pursiainen+2018 MNRAS 481,894 (arXiv:1803.04869)","VizieR J/MNRAS/481/894/table4 (Pursiainen+2018 Table 4, J2000 sexagesimal converted)",,,pursiainen18_des,PARTIAL,no tabulated time anchor: light-curve params (t_peak) published only for gold/silver samples; bronze light curves shown only as figures,B3,poorly anchored (position-only / pre-Fermi),none,,persistent_or_excluded
DES13X3alnb,,37.18496,-5.14235,,,,,,,,0.68,host photometric redshift,FBOT_survey,bronze,n,,,n,"Pursiainen+2018 MNRAS 481,894 (arXiv:1803.04869)","VizieR J/MNRAS/481/894/table4 (Pursiainen+2018 Table 4, J2000 sexagesimal converted)",,"photo (host galaxy, DES photo-z Bonnett+2016; VizieR J/MNRAS/481/894/table3)",pursiainen18_des,PARTIAL,no tabulated time anchor: light-curve params (t_peak) published only for gold/silver samples; bronze light curves shown only as figures,B3,poorly anchored (position-only / pre-Fermi),none,,persistent_or_excluded
DES13X3kgm,,36.50383,-4.86647,,,,,,,,,no host redshift (no host detected/associated in Pursiainen+2018 Table 3),FBOT_survey,bronze,n,,,n,"Pursiainen+2018 MNRAS 481,894 (arXiv:1803.04869)","VizieR J/MNRAS/481/894/table4 (Pursiainen+2018 Table 4, J2000 sexagesimal converted)",,,pursiainen18_des,PARTIAL,no tabulated time anchor: light-curve params (t_peak) published only for gold/silver samples; bronze light curves shown only as figures,B3,poorly anchored (position-only / pre-Fermi),none,,persistent_or_excluded
DES14C1jnd,,54.35150,-27.49306,,,,,,,,0.43,host photometric redshift,FBOT_survey,bronze,n,,,n,"Pursiainen+2018 MNRAS 481,894 (arXiv:1803.04869)","VizieR J/MNRAS/481/894/table4 (Pursiainen+2018 Table 4, J2000 sexagesimal converted)",,"photo (host galaxy, DES photo-z Bonnett+2016; VizieR J/MNRAS/481/894/table3)",pursiainen18_des,PARTIAL,no tabulated time anchor: light-curve params (t_peak) published only for gold/silver samples; bronze light curves shown only as figures,B3,poorly anchored (position-only / pre-Fermi),none,,persistent_or_excluded
DES14C3htq,,52.57225,-27.69628,,,,,,,,,no host redshift (no host detected/associated in Pursiainen+2018 Table 3),FBOT_survey,bronze,n,,,n,"Pursiainen+2018 MNRAS 481,894 (arXiv:1803.04869)","VizieR J/MNRAS/481/894/table4 (Pursiainen+2018 Table 4, J2000 sexagesimal converted)",,,pursiainen18_des,PARTIAL,no tabulated time anchor: light-curve params (t_peak) published only for gold/silver samples; bronze light curves shown only as figures,B3,poorly anchored (position-only / pre-Fermi),none,,persistent_or_excluded
DES14E2bfx,,10.66908,-44.41823,,,,,,,,,no host redshift (no host detected/associated in Pursiainen+2018 Table 3),FBOT_survey,bronze,n,,,n,"Pursiainen+2018 MNRAS 481,894 (arXiv:1803.04869)","VizieR J/MNRAS/481/894/table4 (Pursiainen+2018 Table 4, J2000 sexagesimal converted)",,,pursiainen18_des,PARTIAL,no tabulated time anchor: light-curve params (t_peak) published only for gold/silver samples; bronze light curves shown only as figures,B3,poorly anchored (position-only / pre-Fermi),none,,persistent_or_excluded
DES14E2xsm,,9.67612,-43.58725,,,,,,,,0.66,host photometric redshift,FBOT_survey,bronze,n,,,n,"Pursiainen+2018 MNRAS 481,894 (arXiv:1803.04869)","VizieR J/MNRAS/481/894/table4 (Pursiainen+2018 Table 4, J2000 sexagesimal converted)",,"photo (host galaxy, DES photo-z Bonnett+2016; VizieR J/MNRAS/481/894/table3)",pursiainen18_des,PARTIAL,no tabulated time anchor: light-curve params (t_peak) published only for gold/silver samples; bronze light curves shown only as figures,B3,poorly anchored (position-only / pre-Fermi),none,,persistent_or_excluded
DES14X1qzg,,34.93187,-5.44191,,,,,,,,,no host redshift (no host detected/associated in Pursiainen+2018 Table 3),FBOT_survey,bronze,n,,,n,"Pursiainen+2018 MNRAS 481,894 (arXiv:1803.04869)","VizieR J/MNRAS/481/894/table4 (Pursiainen+2018 Table 4, J2000 sexagesimal converted)",,,pursiainen18_des,PARTIAL,no tabulated time anchor: light-curve params (t_peak) published only for gold/silver samples; bronze light curves shown only as figures,B3,poorly anchored (position-only / pre-Fermi),none,,persistent_or_excluded
DES14X3pko,,36.90813,-3.69563,,,,,,,,,no host redshift (no host detected/associated in Pursiainen+2018 Table 3),FBOT_survey,bronze,n,,,n,"Pursiainen+2018 MNRAS 481,894 (arXiv:1803.04869)","VizieR J/MNRAS/481/894/table4 (Pursiainen+2018 Table 4, J2000 sexagesimal converted)",,,pursiainen18_des,PARTIAL,no tabulated time anchor: light-curve params (t_peak) published only for gold/silver samples; bronze light curves shown only as figures,B3,poorly anchored (position-only / pre-Fermi),none,,persistent_or_excluded
DES15C3edw,,52.55246,-27.70970,,,,,,,,0.33,host photometric redshift,FBOT_survey,bronze,n,,,n,"Pursiainen+2018 MNRAS 481,894 (arXiv:1803.04869)","VizieR J/MNRAS/481/894/table4 (Pursiainen+2018 Table 4, J2000 sexagesimal converted)",,"photo (host galaxy, DES photo-z Bonnett+2016; VizieR J/MNRAS/481/894/table3)",pursiainen18_des,PARTIAL,no tabulated time anchor: light-curve params (t_peak) published only for gold/silver samples; bronze light curves shown only as figures,B3,poorly anchored (position-only / pre-Fermi),none,,persistent_or_excluded
DES15C3mfu,,52.15033,-28.73889,,,,,,,,,no host redshift (no host detected/associated in Pursiainen+2018 Table 3),FBOT_survey,bronze,n,,,n,"Pursiainen+2018 MNRAS 481,894 (arXiv:1803.04869)","VizieR J/MNRAS/481/894/table4 (Pursiainen+2018 Table 4, J2000 sexagesimal converted)",,,pursiainen18_des,PARTIAL,no tabulated time anchor: light-curve params (t_peak) published only for gold/silver samples; bronze light curves shown only as figures,B3,poorly anchored (position-only / pre-Fermi),none,,persistent_or_excluded
DES15C3pbi,,52.23617,-28.00222,,,,,,,,1.06,host photometric redshift,FBOT_survey,bronze,n,,,n,"Pursiainen+2018 MNRAS 481,894 (arXiv:1803.04869)","VizieR J/MNRAS/481/894/table4 (Pursiainen+2018 Table 4, J2000 sexagesimal converted)",,"photo (host galaxy, DES photo-z Bonnett+2016; VizieR J/MNRAS/481/894/table3)",pursiainen18_des,PARTIAL,host candidate quasi-stellar (VizieR table3 flag *); no tabulated time anchor: light-curve params (t_peak) published only for gold/silver samples; bronze light curves shown only as figures,B3,poorly anchored (position-only / pre-Fermi),none,,persistent_or_excluded
DES15E2lmq,,9.62008,-43.98723,,,,,,,,1.14,host photometric redshift,FBOT_survey,bronze,n,,,n,"Pursiainen+2018 MNRAS 481,894 (arXiv:1803.04869)","VizieR J/MNRAS/481/894/table4 (Pursiainen+2018 Table 4, J2000 sexagesimal converted)",,"photo (host galaxy, DES photo-z Bonnett+2016; VizieR J/MNRAS/481/894/table3)",pursiainen18_des,PARTIAL,no tabulated time anchor: light-curve params (t_peak) published only for gold/silver samples; bronze light curves shown only as figures,B3,poorly anchored (position-only / pre-Fermi),none,,persistent_or_excluded
DES15X3atd,,35.84017,-4.29137,,,,,,,,1.19,host photometric redshift,FBOT_survey,bronze,n,,,n,"Pursiainen+2018 MNRAS 481,894 (arXiv:1803.04869)","VizieR J/MNRAS/481/894/table4 (Pursiainen+2018 Table 4, J2000 sexagesimal converted)",,"photo (host galaxy, DES photo-z Bonnett+2016; VizieR J/MNRAS/481/894/table3)",pursiainen18_des,PARTIAL,no tabulated time anchor: light-curve params (t_peak) published only for gold/silver samples; bronze light curves shown only as figures,B3,poorly anchored (position-only / pre-Fermi),none,,persistent_or_excluded
DES15X3kyt,,36.27492,-5.41101,,,,,,,,1.50,host photometric redshift,FBOT_survey,bronze,n,,,n,"Pursiainen+2018 MNRAS 481,894 (arXiv:1803.04869)","VizieR J/MNRAS/481/894/table4 (Pursiainen+2018 Table 4, J2000 sexagesimal converted)",,"photo (host galaxy, DES photo-z Bonnett+2016; VizieR J/MNRAS/481/894/table3)",pursiainen18_des,PARTIAL,no tabulated time anchor: light-curve params (t_peak) published only for gold/silver samples; bronze light curves shown only as figures,B3,poorly anchored (position-only / pre-Fermi),none,,persistent_or_excluded
DES15X3nlv,,36.04458,-5.02735,,,,,,,,1.07,host photometric redshift,FBOT_survey,bronze,n,,,n,"Pursiainen+2018 MNRAS 481,894 (arXiv:1803.04869)","VizieR J/MNRAS/481/894/table4 (Pursiainen+2018 Table 4, J2000 sexagesimal converted)",,"photo (host galaxy, DES photo-z Bonnett+2016; VizieR J/MNRAS/481/894/table3)",pursiainen18_des,PARTIAL,no tabulated time anchor: light-curve params (t_peak) published only for gold/silver samples; bronze light curves shown only as figures,B3,poorly anchored (position-only / pre-Fermi),none,,persistent_or_excluded
DES15X3oma,,36.74612,-5.11047,,,,,,,,0.67,host photometric redshift,FBOT_survey,bronze,n,,,n,"Pursiainen+2018 MNRAS 481,894 (arXiv:1803.04869)","VizieR J/MNRAS/481/894/table4 (Pursiainen+2018 Table 4, J2000 sexagesimal converted)",,"photo (host galaxy, DES photo-z Bonnett+2016; VizieR J/MNRAS/481/894/table3)",pursiainen18_des,PARTIAL,no tabulated time anchor: light-curve params (t_peak) published only for gold/silver samples; bronze light curves shown only as figures,B3,poorly anchored (position-only / pre-Fermi),none,,persistent_or_excluded
DES16C1bde,,54.30142,-26.75831,,,,,,,,0.97,host photometric redshift,FBOT_survey,bronze,n,,,n,"Pursiainen+2018 MNRAS 481,894 (arXiv:1803.04869)","VizieR J/MNRAS/481/894/table4 (Pursiainen+2018 Table 4, J2000 sexagesimal converted)",,"photo (host galaxy, DES photo-z Bonnett+2016; VizieR J/MNRAS/481/894/table3)",pursiainen18_des,PARTIAL,no tabulated time anchor: light-curve params (t_peak) published only for gold/silver samples; bronze light curves shown only as figures,B3,poorly anchored (position-only / pre-Fermi),none,,persistent_or_excluded
DES16C2grk,,55.06813,-29.28894,,,,,,,,0.36,host photometric redshift,FBOT_survey,bronze,n,,,n,"Pursiainen+2018 MNRAS 481,894 (arXiv:1803.04869)","VizieR J/MNRAS/481/894/table4 (Pursiainen+2018 Table 4, J2000 sexagesimal converted)",,"photo (host galaxy, DES photo-z Bonnett+2016; VizieR J/MNRAS/481/894/table3)",pursiainen18_des,PARTIAL,no tabulated time anchor: light-curve params (t_peak) published only for gold/silver samples; bronze light curves shown only as figures,B3,poorly anchored (position-only / pre-Fermi),none,,persistent_or_excluded
